temperatura,data
29.231494711164324,2024-01-07 05:00:00
32.77877261440753,2024-01-07 06:00:00
19.314336905331004,2024-01-07 07:00:00
20.170001945794276,2024-01-07 08:00:00
21.342797888569994,2024-01-07 09:00:00
14.628274846549541,2024-01-07 10:00:00
31.61517377564348,2024-01-07 11:00:00
13.649130980310474,2024-01-07 12:00:00
19.715779347235355,2024-01-07 13:00:00
26.027499739805233,2024-01-07 14:00:00
19.120991142859754,2024-01-07 15:00:00
18.921057620913658,2024-01-07 16:00:00
33.1729303912559,2024-01-07 17:00:00
12.921276672316537,2024-01-07 18:00:00
14.782708942087993,2024-01-07 19:00:00
28.53611390101218,2024-01-07 20:00:00
25.697881249190868,2024-01-07 21:00:00
24.993430867996025,2024-01-07 22:00:00
12.414534177311854,2024-01-07 23:00:00
32.53520250250169,2024-01-08 00:00:00
31.44744791520921,2024-01-08 01:00:00
27.41859386120162,2024-01-08 02:00:00
14.703809326805882,2024-01-08 03:00:00
34.66958834358855,2024-01-08 04:00:00
15.164418117911847,2024-01-08 05:00:00
25.03278911111269,2024-01-08 06:00:00
22.724929118746978,2024-01-08 07:00:00
29.55746235251389,2024-01-08 08:00:00
19.88665130841607,2024-01-08 09:00:00
10.055995785393511,2024-01-08 10:00:00
26.015370897724225,2024-01-08 11:00:00
10.761042750050894,2024-01-08 12:00:00
34.491688913872096,2024-01-08 13:00:00
16.209921719227584,2024-01-08 14:00:00
21.351775054334112,2024-01-08 15:00:00
25.348669115828947,2024-01-08 16:00:00
26.28846630303539,2024-01-08 17:00:00
30.9384859157861,2024-01-08 18:00:00
11.248928951627073,2024-01-08 19:00:00
26.203718646340278,2024-01-08 20:00:00
31.005783296742315,2024-01-08 21:00:00
32.34927848542202,2024-01-08 22:00:00
28.988967119001103,2024-01-08 23:00:00
32.525305215365535,2024-01-09 00:00:00
20.19954939548429,2024-01-09 01:00:00
32.9839214811462,2024-01-09 02:00:00
22.154627399411872,2024-01-09 03:00:00
13.01795511165522,2024-01-09 04:00:00
24.062781905969906,2024-01-09 05:00:00
15.628606145028296,2024-01-09 06:00:00
25.080226821053927,2024-01-09 07:00:00
15.806378777481802,2024-01-09 08:00:00
26.224869032032917,2024-01-09 09:00:00
12.197455519505592,2024-01-09 10:00:00
20.880662654984157,2024-01-09 11:00:00
14.000758084695008,2024-01-09 12:00:00
30.773859516648514,2024-01-09 13:00:00
16.276556304372857,2024-01-09 14:00:00
18.83868304348576,2024-01-09 15:00:00
20.656732728152036,2024-01-09 16:00:00
29.49430990025182,2024-01-09 17:00:00
28.046054136105308,2024-01-09 18:00:00
16.588326706167337,2024-01-09 19:00:00
33.16170406814024,2024-01-09 20:00:00
22.789840714340848,2024-01-09 21:00:00
18.98511769142216,2024-01-09 22:00:00
17.762544266704886,2024-01-09 23:00:00
16.75618524892458,2024-01-10 00:00:00
26.05640898528497,2024-01-10 01:00:00
24.947576980018624,2024-01-10 02:00:00
20.409213719734737,2024-01-10 03:00:00
25.959822724589937,2024-01-10 04:00:00
20.26612522385555,2024-01-10 05:00:00
20.146172813958458,2024-01-10 06:00:00
22.649774536118144,2024-01-10 07:00:00
26.58188618219328,2024-01-10 08:00:00
12.647942812794565,2024-01-10 09:00:00
32.19361764004485,2024-01-10 10:00:00
15.111113405996756,2024-01-10 11:00:00
28.744948615427763,2024-01-10 12:00:00
20.676842737662824,2024-01-10 13:00:00
27.28916839930444,2024-01-10 14:00:00
18.378089980948538,2024-01-10 15:00:00
28.73991014180631,2024-01-10 16:00:00
31.038815383470798,2024-01-10 17:00:00
31.95985729572474,2024-01-10 18:00:00
21.8214302355507,2024-01-10 19:00:00
22.049912916416154,2024-01-10 20:00:00
22.343796127345726,2024-01-10 21:00:00
22.473592741507417,2024-01-10 22:00:00
33.33479777221618,2024-01-10 23:00:00
22.492578221429085,2024-01-11 00:00:00
30.17743729499605,2024-01-11 01:00:00
12.069379385102991,2024-01-11 02:00:00
14.248383006652116,2024-01-11 03:00:00
32.44619581211255,2024-01-11 04:00:00
30.881394595443574,2024-01-11 05:00:00
29.663158248345695,2024-01-11 06:00:00
21.24289140839361,2024-01-11 07:00:00
21.746323233487693,2024-01-11 08:00:00
27.14781882596784,2024-01-11 09:00:00
28.73161478069206,2024-01-11 10:00:00
29.249194866645478,2024-01-11 11:00:00
33.85862184467716,2024-01-11 12:00:00
28.601877238067235,2024-01-11 13:00:00
13.517050012863876,2024-01-11 14:00:00
27.242869234291305,2024-01-11 15:00:00
17.30436299004064,2024-01-11 16:00:00
34.55314930467102,2024-01-11 17:00:00
22.01902018839373,2024-01-11 18:00:00
20.169461820218693,2024-01-11 19:00:00
34.39347098195968,2024-01-11 20:00:00
17.44798756502805,2024-01-11 21:00:00
32.3210131000846,2024-01-11 22:00:00
22.512732262485688,2024-01-11 23:00:00
32.37258088344939,2024-01-12 00:00:00
14.387577187033681,2024-01-12 01:00:00
20.570963620127173,2024-01-12 02:00:00
33.33418526096996,2024-01-12 03:00:00
10.159312746179904,2024-01-12 04:00:00
16.34699820190467,2024-01-12 05:00:00
18.57118607003583,2024-01-12 06:00:00
11.044505429535223,2024-01-12 07:00:00
10.273106420083694,2024-01-12 08:00:00
10.543339725670865,2024-01-12 09:00:00
23.325313260587713,2024-01-12 10:00:00
17.523082812419727,2024-01-12 11:00:00
10.179600831281542,2024-01-12 12:00:00
29.92746629610113,2024-01-12 13:00:00
31.540008863340265,2024-01-12 14:00:00
15.692521201190848,2024-01-12 15:00:00
22.094573079656996,2024-01-12 16:00:00
33.83264759671193,2024-01-12 17:00:00
23.842593341144365,2024-01-12 18:00:00
10.97534685093458,2024-01-12 19:00:00
22.84483466878453,2024-01-12 20:00:00
17.825082339133665,2024-01-12 21:00:00
16.475663140734568,2024-01-12 22:00:00
24.09726144999729,2024-01-12 23:00:00
28.44190232353135,2024-01-13 00:00:00
11.847540599541164,2024-01-13 01:00:00
16.116765440562403,2024-01-13 02:00:00
20.258340585039832,2024-01-13 03:00:00
33.146221768796295,2024-01-13 04:00:00
27.361909842961694,2024-01-13 05:00:00
32.950603386665364,2024-01-13 06:00:00
12.48597161280626,2024-01-13 07:00:00
28.526340818276733,2024-01-13 08:00:00
13.991131756064037,2024-01-13 09:00:00
17.645938938171994,2024-01-13 10:00:00
18.274633603812287,2024-01-13 11:00:00
13.724474099490369,2024-01-13 12:00:00
26.194479375315744,2024-01-13 13:00:00
21.856467574141234,2024-01-13 14:00:00
18.058324363301434,2024-01-13 15:00:00
13.15457395026656,2024-01-13 16:00:00
25.500549336139677,2024-01-13 17:00:00
21.57829458006949,2024-01-13 18:00:00
21.34308070121081,2024-01-13 19:00:00
13.185643033231164,2024-01-13 20:00:00
17.85491978240828,2024-01-13 21:00:00
26.129981324577564,2024-01-13 22:00:00
12.191930647015106,2024-01-13 23:00:00
20.55239929216446,2024-01-14 00:00:00
18.84600417660282,2024-01-14 01:00:00
33.69091315373534,2024-01-14 02:00:00
34.649289689107164,2024-01-14 03:00:00
12.342138527612672,2024-01-14 04:00:00
18.129651782894555,2024-01-14 05:00:00
22.091562368113806,2024-01-14 06:00:00
12.980124223569469,2024-01-14 07:00:00
20.36340852089404,2024-01-14 08:00:00
12.769437093386784,2024-01-14 09:00:00
18.91357719861195,2024-01-14 10:00:00
30.556641039108698,2024-01-14 11:00:00
20.170142101351743,2024-01-14 12:00:00
25.182795147948013,2024-01-14 13:00:00
10.844879842462188,2024-01-14 14:00:00
13.764370289895734,2024-01-14 15:00:00
22.809652598440152,2024-01-14 16:00:00
27.505420267244745,2024-01-14 17:00:00
22.127391796257925,2024-01-14 18:00:00
14.27567610286054,2024-01-14 19:00:00
31.581325498506096,2024-01-14 20:00:00
20.31919139168093,2024-01-14 21:00:00
10.688941110984873,2024-01-14 22:00:00
12.984110951700705,2024-01-14 23:00:00
13.515114280910648,2024-01-15 00:00:00
21.289882956053198,2024-01-15 01:00:00
19.51918802318806,2024-01-15 02:00:00
33.35392457351353,2024-01-15 03:00:00
20.893489422940853,2024-01-15 04:00:00
25.980250082995994,2024-01-15 05:00:00
23.99801372114961,2024-01-15 06:00:00
31.377961805165853,2024-01-15 07:00:00
20.340695168857817,2024-01-15 08:00:00
13.682772349680002,2024-01-15 09:00:00
12.539805473663552,2024-01-15 10:00:00
14.142026105666282,2024-01-15 11:00:00
34.5248244134465,2024-01-15 12:00:00
25.748444331680474,2024-01-15 13:00:00
23.57312593920513,2024-01-15 14:00:00
22.405033515431892,2024-01-15 15:00:00
11.803142105659228,2024-01-15 16:00:00
20.149677034224805,2024-01-15 17:00:00
24.962953347263266,2024-01-15 18:00:00
14.325182047307681,2024-01-15 19:00:00
17.189645342710605,2024-01-15 20:00:00
23.888316989649653,2024-01-15 21:00:00
22.32074560927384,2024-01-15 22:00:00
22.409736394558173,2024-01-15 23:00:00
21.317910424084335,2024-01-16 00:00:00
24.72697872561255,2024-01-16 01:00:00
28.230033939470854,2024-01-16 02:00:00
23.05180493997905,2024-01-16 03:00:00
22.723085746173254,2024-01-16 04:00:00
23.20777331726771,2024-01-16 05:00:00
31.936526801622215,2024-01-16 06:00:00
12.969551028077468,2024-01-16 07:00:00
28.15087096844589,2024-01-16 08:00:00
34.01189007044684,2024-01-16 09:00:00
20.39163580493731,2024-01-16 10:00:00
33.36078086736066,2024-01-16 11:00:00
13.161282915124634,2024-01-16 12:00:00
19.06792481043061,2024-01-16 13:00:00
13.264905967097008,2024-01-16 14:00:00
13.709186041133666,2024-01-16 15:00:00
31.783626087057527,2024-01-16 16:00:00
26.37384328761787,2024-01-16 17:00:00
22.210154199009285,2024-01-16 18:00:00
12.883634562221431,2024-01-16 19:00:00
14.413376284262885,2024-01-16 20:00:00
23.009506392156844,2024-01-16 21:00:00
26.232882521785942,2024-01-16 22:00:00
30.056515046117244,2024-01-16 23:00:00
15.755266600353444,2024-01-17 00:00:00
22.499329386437438,2024-01-17 01:00:00
16.34893144407978,2024-01-17 02:00:00
10.09378157888999,2024-01-17 03:00:00
10.911342279445746,2024-01-17 04:00:00
32.26810947924754,2024-01-17 05:00:00
27.500983243562278,2024-01-17 06:00:00
13.616693180033614,2024-01-17 07:00:00
20.869321605764497,2024-01-17 08:00:00
20.310934274865104,2024-01-17 09:00:00
28.1871860017315,2024-01-17 10:00:00
31.56574521065717,2024-01-17 11:00:00
21.138744013627267,2024-01-17 12:00:00
22.578103333123302,2024-01-17 13:00:00
26.30469460098658,2024-01-17 14:00:00
31.98365548458712,2024-01-17 15:00:00
18.322608243546387,2024-01-17 16:00:00
12.254380001363934,2024-01-17 17:00:00
11.06588709665859,2024-01-17 18:00:00
29.683821934022028,2024-01-17 19:00:00
11.423347970217664,2024-01-17 20:00:00
16.404717913214665,2024-01-17 21:00:00
12.072010593088935,2024-01-17 22:00:00
30.45443088337348,2024-01-17 23:00:00
29.651486275007976,2024-01-18 00:00:00
16.61959771388864,2024-01-18 01:00:00
30.3674210325836,2024-01-18 02:00:00
14.31549142790379,2024-01-18 03:00:00
30.742368100509545,2024-01-18 04:00:00
20.65181069524337,2024-01-18 05:00:00
25.703335290146413,2024-01-18 06:00:00
34.91363600360841,2024-01-18 07:00:00
12.747394946621881,2024-01-18 08:00:00
32.520066285713455,2024-01-18 09:00:00
34.340527439410806,2024-01-18 10:00:00
17.19732480965176,2024-01-18 11:00:00
21.397356287430277,2024-01-18 12:00:00
32.00864763704273,2024-01-18 13:00:00
31.18018080674068,2024-01-18 14:00:00
26.711936104185952,2024-01-18 15:00:00
25.660145982848647,2024-01-18 16:00:00
22.75945934073645,2024-01-18 17:00:00
23.34242371679816,2024-01-18 18:00:00
24.324099497830588,2024-01-18 19:00:00
10.062073534805057,2024-01-18 20:00:00
34.85553565929355,2024-01-18 21:00:00
28.800604224761354,2024-01-18 22:00:00
33.10319000290565,2024-01-18 23:00:00
27.96600240195448,2024-01-19 00:00:00
10.807704731634493,2024-01-19 01:00:00
28.644170108756473,2024-01-19 02:00:00
15.867530708437556,2024-01-19 03:00:00
16.28295930607648,2024-01-19 04:00:00
27.689377832406937,2024-01-19 05:00:00
27.8224309307024,2024-01-19 06:00:00
18.594420289109507,2024-01-19 07:00:00
31.86816899973381,2024-01-19 08:00:00
24.820660948045557,2024-01-19 09:00:00
12.412856291184244,2024-01-19 10:00:00
27.94268416363109,2024-01-19 11:00:00
34.63795638813889,2024-01-19 12:00:00
11.702209809429636,2024-01-19 13:00:00
12.205792760364982,2024-01-19 14:00:00
11.378224763412577,2024-01-19 15:00:00
12.335171711162484,2024-01-19 16:00:00
16.046582241031693,2024-01-19 17:00:00
20.711091183669367,2024-01-19 18:00:00
10.997841032608147,2024-01-19 19:00:00
26.56576072109881,2024-01-19 20:00:00
25.398255048548712,2024-01-19 21:00:00
19.618904143655975,2024-01-19 22:00:00
23.41948658634059,2024-01-19 23:00:00
17.309231275154055,2024-01-20 00:00:00
22.12679844927623,2024-01-20 01:00:00
25.55311466497585,2024-01-20 02:00:00
32.422372441386116,2024-01-20 03:00:00
26.531089684698788,2024-01-20 04:00:00
34.923506214123584,2024-01-20 05:00:00
23.4224143250496,2024-01-20 06:00:00
27.51537185212096,2024-01-20 07:00:00
25.376793664447938,2024-01-20 08:00:00
15.886109367162415,2024-01-20 09:00:00
13.733104824136444,2024-01-20 10:00:00
19.456995807519544,2024-01-20 11:00:00
27.06503050268104,2024-01-20 12:00:00
28.940572467367552,2024-01-20 13:00:00
20.70085608257692,2024-01-20 14:00:00
18.789289684480572,2024-01-20 15:00:00
18.529879277478436,2024-01-20 16:00:00
30.925217714878176,2024-01-20 17:00:00
26.664373069009407,2024-01-20 18:00:00
21.658915862456233,2024-01-20 19:00:00
29.55081808816476,2024-01-20 20:00:00
26.99080798796152,2024-01-20 21:00:00
26.41040281073827,2024-01-20 22:00:00
31.04864781857602,2024-01-20 23:00:00
24.62931828640771,2024-01-21 00:00:00
15.981204250714123,2024-01-21 01:00:00
26.425675507969924,2024-01-21 02:00:00
14.556676673250305,2024-01-21 03:00:00
14.194909290904071,2024-01-21 04:00:00
23.688964866840447,2024-01-21 05:00:00
15.105339187441482,2024-01-21 06:00:00
26.664487396938416,2024-01-21 07:00:00
27.278596528293573,2024-01-21 08:00:00
14.779429028309224,2024-01-21 09:00:00
22.659023434343837,2024-01-21 10:00:00
28.37725642914323,2024-01-21 11:00:00
31.04970468921319,2024-01-21 12:00:00
14.360162898629449,2024-01-21 13:00:00
15.81697056573303,2024-01-21 14:00:00
30.845490534027075,2024-01-21 15:00:00
11.685431072738558,2024-01-21 16:00:00
29.101109419736055,2024-01-21 17:00:00
27.998502276115914,2024-01-21 18:00:00
29.22424345637306,2024-01-21 19:00:00
17.409647370976614,2024-01-21 20:00:00
15.512676054124782,2024-01-21 21:00:00
19.843811221522692,2024-01-21 22:00:00
10.939891902365172,2024-01-21 23:00:00
23.532845589138788,2024-01-22 00:00:00
22.21946339428871,2024-01-22 01:00:00
13.66299485289023,2024-01-22 02:00:00
15.486117378959463,2024-01-22 03:00:00
14.202166069548946,2024-01-22 04:00:00
30.995937114978645,2024-01-22 05:00:00
13.732914520894626,2024-01-22 06:00:00
12.452126251249931,2024-01-22 07:00:00
16.848445417447884,2024-01-22 08:00:00
25.001110750273938,2024-01-22 09:00:00
12.683624175932492,2024-01-22 10:00:00
27.805834004996047,2024-01-22 11:00:00
28.977115527821596,2024-01-22 12:00:00
30.25587418206768,2024-01-22 13:00:00
18.089130883007563,2024-01-22 14:00:00
11.047308854325637,2024-01-22 15:00:00
15.200949555667236,2024-01-22 16:00:00
13.29061481397685,2024-01-22 17:00:00
22.54706807954954,2024-01-22 18:00:00
26.435973961083498,2024-01-22 19:00:00
29.94308449153547,2024-01-22 20:00:00
30.667474960903128,2024-01-22 21:00:00
22.66367827539204,2024-01-22 22:00:00
25.74350792268453,2024-01-22 23:00:00
25.03325397783833,2024-01-23 00:00:00
27.30757755701774,2024-01-23 01:00:00
22.436556181365006,2024-01-23 02:00:00
33.17289983124425,2024-01-23 03:00:00
22.644712849883504,2024-01-23 04:00:00
22.751168431541743,2024-01-23 05:00:00
18.369835811587986,2024-01-23 06:00:00
14.338305938315415,2024-01-23 07:00:00
24.302004115963996,2024-01-23 08:00:00
26.69058547243863,2024-01-23 09:00:00
12.459507303537798,2024-01-23 10:00:00
25.07596557915578,2024-01-23 11:00:00
11.984055353961686,2024-01-23 12:00:00
13.135233939965683,2024-01-23 13:00:00
18.587115578316418,2024-01-23 14:00:00
25.27377699933914,2024-01-23 15:00:00
28.41028444719614,2024-01-23 16:00:00
26.675598806532413,2024-01-23 17:00:00
32.75207587112054,2024-01-23 18:00:00
20.785347503073915,2024-01-23 19:00:00
14.152724153130382,2024-01-23 20:00:00
16.511943060483727,2024-01-23 21:00:00
21.29215535866623,2024-01-23 22:00:00
15.392142843566564,2024-01-23 23:00:00
30.64460171146872,2024-01-24 00:00:00
29.844967861829492,2024-01-24 01:00:00
24.275742193353015,2024-01-24 02:00:00
17.34699716508815,2024-01-24 03:00:00
18.67893366465076,2024-01-24 04:00:00
23.70143590256418,2024-01-24 05:00:00
11.106195127088954,2024-01-24 06:00:00
34.36857364463242,2024-01-24 07:00:00
27.781241752381096,2024-01-24 08:00:00
15.01945963637107,2024-01-24 09:00:00
27.161649230634954,2024-01-24 10:00:00
28.52478132437868,2024-01-24 11:00:00
12.371570283874647,2024-01-24 12:00:00
21.91079088130597,2024-01-24 13:00:00
32.418804894814265,2024-01-24 14:00:00
16.50466256801116,2024-01-24 15:00:00
33.178512879097624,2024-01-24 16:00:00
32.99895372454854,2024-01-24 17:00:00
19.414049274383654,2024-01-24 18:00:00
33.72696588220434,2024-01-24 19:00:00
30.419331813951896,2024-01-24 20:00:00
34.14815720173731,2024-01-24 21:00:00
18.008867992941248,2024-01-24 22:00:00
26.741356883265745,2024-01-24 23:00:00
21.42043604055437,2024-01-25 00:00:00
28.50697478390423,2024-01-25 01:00:00
34.00313285299113,2024-01-25 02:00:00
13.628696734915962,2024-01-25 03:00:00
17.53307860515173,2024-01-25 04:00:00
33.51058217893868,2024-01-25 05:00:00
31.94968268448207,2024-01-25 06:00:00
22.894508130743155,2024-01-25 07:00:00
27.456533066881715,2024-01-25 08:00:00
11.866474374661689,2024-01-25 09:00:00
29.904702974260417,2024-01-25 10:00:00
19.947733598827384,2024-01-25 11:00:00
23.001934909018516,2024-01-25 12:00:00
30.172259898401247,2024-01-25 13:00:00
31.15807849695572,2024-01-25 14:00:00
33.93882773096847,2024-01-25 15:00:00
27.240188729343565,2024-01-25 16:00:00
11.349323813869352,2024-01-25 17:00:00
28.525630320735566,2024-01-25 18:00:00
26.627451740916346,2024-01-25 19:00:00
22.073086228855495,2024-01-25 20:00:00
28.438482806766178,2024-01-25 21:00:00
33.12645559638976,2024-01-25 22:00:00
10.00223771126766,2024-01-25 23:00:00
21.057728743454696,2024-01-26 00:00:00
12.96226280466174,2024-01-26 01:00:00
32.75338246595393,2024-01-26 02:00:00
25.510813102047436,2024-01-26 03:00:00
28.75223805531436,2024-01-26 04:00:00
13.923278050450035,2024-01-26 05:00:00
34.73366264946466,2024-01-26 06:00:00
25.686744560901978,2024-01-26 07:00:00
34.569879880243775,2024-01-26 08:00:00
12.125460070207954,2024-01-26 09:00:00
16.928182861294424,2024-01-26 10:00:00
24.666690155294074,2024-01-26 11:00:00
27.941536086887716,2024-01-26 12:00:00
21.201880038091318,2024-01-26 13:00:00
23.424221773847886,2024-01-26 14:00:00
26.251547270371212,2024-01-26 15:00:00
10.629028589334869,2024-01-26 16:00:00
21.806249186453492,2024-01-26 17:00:00
32.5925692357568,2024-01-26 18:00:00
34.167044515976514,2024-01-26 19:00:00
17.01654444329284,2024-01-26 20:00:00
11.939935160009037,2024-01-26 21:00:00
29.11525716483451,2024-01-26 22:00:00
10.037594468376826,2024-01-26 23:00:00
33.5327895872766,2024-01-27 00:00:00
27.492245166220954,2024-01-27 01:00:00
19.186131252526433,2024-01-27 02:00:00
13.915720528768665,2024-01-27 03:00:00
12.93563296768475,2024-01-27 04:00:00
19.402957716043247,2024-01-27 05:00:00
31.727610995292633,2024-01-27 06:00:00
14.065628349860587,2024-01-27 07:00:00
23.552553498458607,2024-01-27 08:00:00
17.103159187195427,2024-01-27 09:00:00
21.548196782032253,2024-01-27 10:00:00
13.665722214528142,2024-01-27 11:00:00
10.673707462647485,2024-01-27 12:00:00
17.61749186222363,2024-01-27 13:00:00
14.757184062051493,2024-01-27 14:00:00
27.68002991441314,2024-01-27 15:00:00
19.318837762162914,2024-01-27 16:00:00
23.373551502291818,2024-01-27 17:00:00
20.871049068986522,2024-01-27 18:00:00
23.775344810338694,2024-01-27 19:00:00
17.82681584624323,2024-01-27 20:00:00
16.85216842083163,2024-01-27 21:00:00
32.226055927158626,2024-01-27 22:00:00
24.715120071425645,2024-01-27 23:00:00
29.787538728921767,2024-01-28 00:00:00
23.926149809783077,2024-01-28 01:00:00
29.94803816191384,2024-01-28 02:00:00
28.342023664226996,2024-01-28 03:00:00
30.305862650511187,2024-01-28 04:00:00
27.401718643212227,2024-01-28 05:00:00
21.130090135168388,2024-01-28 06:00:00
17.86789667632712,2024-01-28 07:00:00
34.17464200069923,2024-01-28 08:00:00
16.801986308669306,2024-01-28 09:00:00
30.44779948319027,2024-01-28 10:00:00
22.96484559521121,2024-01-28 11:00:00
14.952585400592977,2024-01-28 12:00:00
27.37872515635026,2024-01-28 13:00:00
30.955022209849634,2024-01-28 14:00:00
20.707784803605094,2024-01-28 15:00:00
24.132673731324736,2024-01-28 16:00:00
10.63370089188917,2024-01-28 17:00:00
